Url,NGO Name,Popular Name,Year of Establishment,GuideStar URL,Full Time Staff,Full Time Volunteers,Brief description,Annual Expenditure (Rs in lacs),Year for Annual Expenditure,Impact,Profile pic,Organisation Website,Email,Telephone/ Mobile number,Correspondence  Address,Cause(s),Nature of Intervention,Beneficairies,Focus,Area of Operation: State,PAN
https://www.givingtuesdayindia.org/ngo-detail/7315,Empowering Minds Society For Research and Development,EM,2009,https://guidestarindia.org/Summary.aspx?CCReg=1144 ,10,1,"Empowering Minds vision is ‘transforming lives by recognising potentials and empowering children, women, youth and the elderly for a better living",,,,,http://empoweringminds.co.in,emp.minds09@gmail.com,91-9910016246,"127 GF, Gulmohar Lane, Sec-5,,
Rachna, Vaishali    Ghaziabad, 
Ghaziabad, Uttar Pradesh  201010","Children, Education, Elderly, Women, Youth","Support, Direct service","Urban poor, Chronically Ill, Children, Elderly, Girl Child, Adolescents, Street Children, Dalits, HIV+, Adults, Students, Rural Poor, Youth, NGOs, Migrants, Mentally Challenged, Women, Healthcare Workers, Factory Workers",,DelhiHaryanaUttar Pradesh,AAAAE3469N
https://www.givingtuesdayindia.org/ngo-detail/21721,ENTREPRENEURS ASSOCIATES,EA & Group of Ventures,2001,https://guidestarindia.org/Summary.aspx?CCReg=10393 ,,,"Established in 2000, Entrepreneurs Associates (EA) is an organisation working in the volatile North Eastern Region of India, dedicated to enhance the lives of people, mediating through passionate commitment to nurture the entrepreneurial aspirations of individuals and communities. For nearly two decades, the organisation has been stirring societal mind-sets through advocacy, imparting trainings, and providing finance even to those considered technically un-bankable. Following key strategies of motivating, training, and mentorship, EA aspires to create meaningful impact.",,,,,,eanagaland@gmail.com,91-7641008033,"PWD junction,
near traffic point    Kohima, 
Kohima, Nagaland  797001","Community Development, Livelihoods, Advocacy, Development and Housing","Advocacy & Campaigning, Support, Network, Direct service","Youth, Tribals, Women, Farmers / Farm Labourers",Rural & Urban,,AAAAE3643G
https://www.givingtuesdayindia.org/ngo-detail/14437,Environment Conservation Society,,2008,https://guidestarindia.org/Summary.aspx?CCReg=5777 ,,,"Environment Conservation Society is located in Kolkata, West Bengal.",,,,,http://SwitchON.org.in,project@switchon.org.in,91-7044101911,"1/A D.L. Khan Road, Jaju Bhawan,
    Kolkata, 
Kolkata, West Bengal  700027",Environment,"Support, Advocacy & Campaigning",Farmers / Farm Labourers,Rural & Urban,,AAAAE4115F
https://www.givingtuesdayindia.org/ngo-detail/14173,"ENVIRONMENT, HEALTH AND MALNUTRITION RESEARCH FOUNDATION","Environment, Health and Malnutrition Research Foundation",2013,https://guidestarindia.org/Summary.aspx?CCReg=5631 ,1,3,"Environment, Health and Malnutrition Research (EHMR) Foundation is a no profit research based organization committed to strengthening, reviving or restoring, where necessary, the process for clean environment, good health and to remove malnutrition from the country. EHMR Foundation main activities include Environmental & Health Education and Awareness campaigns and to carry out innovative research in these areas for a better life for all.
Bring the change in society through innovation!",,,,,,ehmrfoundation@gmail.com,91-8849850885,"A/4, Krishna,,
South Bopal    Ahmedabad, 
Ahmedabad, Gujarat  380058","Education, Environment, Healthcare","Direct service, Network, Support, Advocacy & Campaigning, Grant-making, Intermediary","Adolescents, Adults, Children, Urban poor, Women",Rural & Urban,,AAATE5497K
https://www.givingtuesdayindia.org/ngo-detail/19160,EQUINOX SOCIAL WELFARE FOUNDATION,EQUINOX,2011,https://guidestarindia.org/Summary.aspx?CCReg=8719 ,4,34,"We started with Handicap identify & Card issue program in association with ""Shelter"" in 2011.
Then we did Street Awareness Program for women and girls empowerment in 2013.
Then we worked on Educational & Technological supports for the rural areas, in association with Raghnathpur Career Plus Academy in 2012, 2013,2014 & 2015. To provide computer literacy in software and hardware from rural areas.
Now we working on Child Protection is about protecting children from or against any perceived or real danger or risk to their life, their person-hood and childhood with the help of State Child Protection Unit, West Bengal Government.
And also working on Social Audit with the help of concerned department of West Bengal Government.",,,,,,equinoxsocialwelfarefoundation@gmail.com,91-9831127729,"Purba Gajaghanta,
Mogra 2No    Hooghly, 
Mogra, West Bengal  712148","Children, Education, Women","Intermediary, Advocacy & Campaigning, Support, Direct service","Urban poor, Physically Challenged, Children, Homeless, Orphans, Girl Child, Street Children, Adults, Students, Juvenile, Rural Poor, Youth, Slum Dwellers, Women",Rural & Urban,West Bengal,AACCE7941B
https://www.givingtuesdayindia.org/ngo-detail/21153,ESR NGO FOUNDATION,,2011,https://guidestarindia.org/Summary.aspx?CCReg=9966 ,7,5,"1.To create spirit among the Rural People in development activates.
2.To advice and help for the Rural People.
3.To strive for social, educational, economical and cultural development in the community of rural poor.
4.To promote Literacy and provide opportunities for self employment.
5.To provide medical facilities and medical camps at needy areas.
6.To take necessary measures for better transportation and formation of roads in rural areas
As on Today More than 500 People benefited under this organization.",,,,,http://www.esrngofoundation.com,esrngofoundation@gmail.com,91-9246503889,"H.No.3-6-429/106, Himayatnagar, Hyderabad,
Sai Sri Towers, Street no.4, Himayathnagar,    Hyderabad, 
Hyderabad, Telangana  500029","Education, Healthcare","Advocacy & Campaigning, Support, Direct service","Children, Students, Rural Poor, Youth, Women",Rural,Telangana,AAAAE7934L
https://www.givingtuesdayindia.org/ngo-detail/38176,ESTHER WOMEN ANDCHILD WELFARE CHARITABLE TRUST,Esthe rtrust,2006,https://guidestarindia.org/Summary.aspx?CCReg=10671 ,6,15,"Esther Women & Child Welfare Charitable Trust is located in Chennai, Tamil Nadu.",,,,,http://www.ewcwctrust.in,ewcwctrust@yahoo.com,91-9444141415,"69/30,
Bazullah Road    Chennai, 
T.Nagar, Chennai, Tamil Nadu  600017","Children, Emergency Relief, Women",Support,"Children, Women",Rural,,AAATE3442Q
https://www.givingtuesdayindia.org/ngo-detail/13884,eVidyaloka Trust,eVidyaloka,2011,https://guidestarindia.org/Summary.aspx?CCReg=5441 ,11,0,"eVidyaloka focuses on transforming the education landscape in the rural and remote regions of India, harnessing the power of technology through a service delivery platform (My eVidyaloka 2.0). It is realized by involving the local communities to own the digital class rooms, connect and empower educated native-speaking volunteers, across the cities in India and world, to teach and mentor the children of rural villages of India, who are otherwise deprived of quality education due to shortage of teachers. This addresses the major root cause of poor quality education in rural India, which short-changes millions of children and consigns them to lifelong poverty.",,,,,http://www.evidyaloka.org,venkat.sriraman@evidyaloka.org,,"122, 4TH CROSS,
35TH MAIN, BTM LAYOUT 2ND STAGE    Bengaluru (Bangalore) Urban, 
Bangalore, Karnataka  560076","Children, Education",Direct service,"Students, Teachers",Rural,All India,AAATE4036C
https://www.givingtuesdayindia.org/ngo-detail/14690,Financial Inclusion Improves Sanitation and Health Society,FINISH,2010,https://guidestarindia.org/Summary.aspx?CCReg=5948 ,23,,"FINISH Society aims to increase sanitation coverage by providing access to safe sanitation facilities to low income communitiesin rural India.It was conceived with the objective of creating a rural society (only society) with improved health not only through better sanitation facilities but also with knowledge and awareness of ‚ÄòTotal Sanitation‚Äô.
Working with 61 partners in 10 States in India, a Project Implementation Team and a group of master trainers provide hand-holding support to field programmes .FINISH believes that partnerships can bring together knowledge and expertise to provide better delivery of services. It has also entered into a formal partnership with the Govern",,,"1. Added more than 500,000 safe sanitation systems across 10 states in India.
2. Reached out to more than 9 million people with the message of safe sanitation and good hygiene practices.
3. Constructed more than 300 schools for children and made more than 20,000 children aware on good WASH practices",,http://www.finishsociety.org/content/contact-us,abhibanerji@finishsociety.com,91-7897730222,"H/N- 353,
Sector-4, Vikas Nagar    Lucknow, 
Lucknow, Uttar Pradesh  226022",Healthcare,"Intermediary, Advocacy & Campaigning, Support, Network, Grant-making","Urban poor, Construction Workers, Children, Adolescents, Adults, Scavengers (human), Rural Poor, Youth, NGOs, Slum Dwellers, Tribals, Women, Farmers / Farm Labourers",Rural & Urban,All India,AAAAF1487D
https://www.givingtuesdayindia.org/ngo-detail/18924,Forum for Rural Environment and Economic Development (FREED),FREED,1992,https://guidestarindia.org/Summary.aspx?CCReg=8574 ,,,"Incepted in 1992, as a voluntary mission for promoting people initiatives for sustainable development. FREED has accomplished a successful 24 years of fruitful services among the marginalized community in and around the district of Alappuzha. Initially FREED concentrated on facilitation and capitation of people‚Äôs organization. Then overtime diversified its interventions in the area of individual, group micro enterprises, child development, habitat development, environment protection, legal aid, development of handicapped and so forth.
Over the time FREED successfully formed about 3803 women welfare groups and around 2857 SHG‚Äôs linked with banks. Also formed 1000 joint liability groups for improved agriculture production.",,,,,,alpfreed@gmail.com,91-9495240909,"Vayalar Sukumaran Building,
Near Vazhichery Bridge, New Bazar,    Alappuzha, 
Alappuzha, Kerala  688001","Children, Disabled, Environment, Women",Support,"Children, Women",Rural,Kerala,AAATF2053N
https://www.givingtuesdayindia.org/ngo-detail/7042,Forum of Communities United in Service,FOCUS,1985,https://guidestarindia.org/Summary.aspx?CCReg=980 ,46,15,"FOCUS is a registered organisation working for underprivileged women and children of slums in Kolkata and Howrah since its establishment in 1985. Educational support for continuation of sustainable education for the downtrodden and underprivileged 800 children of city slums.
Supporting anti-Child Labour program for eradicating the evil from the society.
Functional literacy classes for the empowerment of women and adolescent girls of our society.
Vocational Trainings and Hand Trades classes and training have been given to the adult women and girls to make them independent in their life.
Formation of Community Based Organization for building up Local Leadership and their confidence to raise voice for their own rights.
Running Open Shelter Home and Night Shelter for Street Children and left out children.
Study and Research on different social issues such as Women Empowerment, Child Marriage, Child Abuse, Child Labour, Child Protection and Human Trafficking have been taken under process.
ÔÉò Acceptance of placement of students from National and International Institutes such as University of Hong Kong, Japanese University, Rabindra Bharati University, IGNOU, Jay Prakash Institute of Social Sciences.
Micro entrepreneurship training and micro credit support to women headed families for better livelihood support",,,,,http://www.focuskolkata.org,focus_kolkata@hotmail.com,91-7278761172,"6 Tiljala Road,,
Near:Don Bosco School Park Circus    Kolkata, 
Kolkata, West Bengal  700046","Children, Community Development, Education, Livelihoods, Women","Advocacy & Campaigning, Support, Network, Direct service","Urban poor, Children, Domestic Workers, Girl Child, Adolescents, Street Children, Rickshawallahs / Drivers, Adults, Students, Teachers, Scavengers (human), Volunteers, Juvenile, Youth, NGOs, Slum Dwellers, Women",Urban,West Bengal,AAATF0893J
