,frca
2011,Not Available
2012,Not Available
2013,Not Available
2014,Not Available
2015,Not Available
2016,Not Available
2017,Not Available
2018,Not Available
2019,Not Available
2020,Not Available
2021,Not Available
2022,Not Available
2023,Applied for
2024,Not Available
2025,Not Available
2026,Not Available
2027,Not Available
2028,Not Available
2029,Not Available
2030,Not Available
2031,Not Available
2032,Not Available
2033,Not Available
2034,Not Available
2035,Not Available
2036,Not Available
2037,Available
2038,Applied for
2039,Not Available
2040,Not Available
2041,Not Available
2042,Not Available
2043,Not Available
2044,Not Available
2045,194180021
2046,Not Available
2047,Not Available
2048,Not Available
2049,Available
2050,194130290
2051,Not Available
2052,Not Available
2053,194130335
2054,Not Available
2055,Available
2056,Not Available
2057,Available
2058,Apply for
2059,Not Available
2060,Not Available
2061,Not Available
2062,Available
2063,Available
2064,Not Available
2065,194130266
2066,Not Available
2067,Not Available
2068,Available
2069,Not Available
2070,Not Available
2071,Not Available
2072,Not Available
2073,Not Available
2074,Not Available
2075,Not Available
2076,Not Available
2077,Not Available
2078,Not Available
2079,Not Available
2080,194130106
2081,Not Available
2082,Not Available
2083,Not Available
2084,Available
2085,Not Available
2086,Not Available
2087,Not Available
2088,Available
2089,Not Available
2090,Not Available
2091,Not Available
2092,Available
2093,Not Available
2094,Not Available
2095,Not Available
2096,Not Available
2097,Not Available
2098,194200067
2099,Not Available
2100,Not Available
2101,Not Available
2102,Available
2103,Not Available
2104,Not Available
2105,Not Available
2106,Not Available
2107,Not Available
2108,Not Available
2109,Not Available
2110,Not Available
2111,Not Available
2112,Not Available
2113,Not Available
2114,Not Available
2115,Not Available
2116,Not Available
2117,Not Available
2118,Not Available
2119,Applied for
2120,Not Available
2121,Not Available
2122,Not Available
2123,Not Available
2124,Not Available
2125,Not Available
2126,Not Available
2127,Not Available
2128,Not Available
2129,Not Available
2130,Not Available
2131,Applied for
2132,Not Available
2133,Not Available
2134,Not Available
2135,Not Available
2136,Not Available
2137,Not Available
2138,Not Available
2139,Not Available
2140,Not Available
2141,Not Available
2142,Not Available
2143,Not Available
2144,Not Available
2145,Not Available
2146,Not Available
2147,194130119
2148,Not Available
2149,Not Available
2150,Not Available
2151,Available
2152,Not Available
2153,Not Available
2154,Not Available
2155,Not Available
2156,Available
2157,Not Available
2158,Not Available
2159,Not Available
2160,194150010
2161,Not Available
2162,Available
2163,Not Available
2164,Not Available
2165,Applied for
2166,Not Available
2167,Not Available
2168,194130205
2169,Not Available
2170,Not Available
2171,Not Available
2172,Not Available
2173,Not Available
2174,Not Available
2175,Not Available
2176,Not Available
2177,In the process
2178,Not Available
2179,Not Available
2180,Not Available
2181,Available
2182,Not Available
2183,Not Available
2184,Not Available
2185,Not Available
2186,Not Available
2187,Available
2188,Not Available
2189,Not Available
2190,Not Available
2191,Not Available
2192,Available
2193,Not Available
2194,Available
2195,Applied for
2196,Applied for
2197,No
2198,194140001
2199,Applied for
2200,194200032
2201,194130156
2202,Applied for
2203,Applied for
2204,Applied for
2205,NIL
2206,194150021
2207,Apply
2208,194130049
2209,Appial for
2210,No
2211,Apply
2212,194200092
2213,194190034
2214,Applied for
2215,194130214
2216,applied for
2217,Applied for
2218,194130234
2219,Applied for
2220,Applied for
2221,Applied for
2222,Applied for
2223,Applied for
2224,no
2225,N
2226,Applied for
2227,Applied for
2228,194180046
2229,194180046
2230,Apply
2231,NA
2232,Applied for
2233,Applied for.
2234,194130268
2235,194130046
2236,194233384
2237,APPLIED FOR
2238,194190017
2239,Applied for
2240,Applied
2241,194130303
2242,Applied for
2243,Applied for
2244,Applied for
2245,Applied for
2246,Applly for
2247,Applied for
2248,Applied for
2249,194130035
2250,194140052
2251,Applied for
2252,APPLY FOR
2253,NIL
2254,083780448
2255,Applied for
2256,Applied for
2257,194130358
2258,APPLYING
2259,194130070
2260,Applied for
2261,Not yet
2262,Applied for
2263,Applied
2264,194130119
2265,194130336
2266,NA
2267,Applied for
2268,Applied for
2269,Apply for
2270,Applied for
2271,Applied for
2272,194130221
2273,apply
2274,Applied
2275,194200037
2276,Applied for.
2277,194130319
2278,Applied for
2279,194160074
2280,194180015
2281,Applied for
2282,194130112
2283,"194160076 of March 28, 20"
2284,194130085
2285,Applied for
2286,Applied for
2287,Applied for
2288,Applied for
2289,Applied for
2290,Applied for
2291,Apllied for
2292,Applied for
2293,Applied for
2294,Applied for
2295,no
2296,no
2297,Applied for
2298,Applied for
2299,194130374
2300,19420035
2301,Applied for
2302,194140054
2303,194130306
2304,Applied for
2305,194140040
2306,Applied for
2307,194130227
2308,appial for
2309,Applied for
2310,no
2311,Applied for
2312,Applied for
2313,Applied for
2314,Applied for
2315,Apply
2316,apply
2317,apply
2318,applied
2319,Applied for
2320,194130195
2321,194160067
2322,Applied for
2323,Nill
2324,Applying
2325,no
2326,194130370
2327,194130362
2328,Applied for
2329,Applied for
2330,No
2331,194130190
2332,Applied for
2333,Applied for
2334,NIL
2335,194130260
2336,194170008
2337,194160084
2338,Applied for
2339,Applied for
2340,No
2341,NA
2342,N.A
2343,Applied for
2344,194130345
2345,Applied for
2346,Applied for
2347,194130302
2348,194130302
2349,NA
2350,applied for
2351,Applied for
2352,194130067
2353,194200090
2354,Apply
2355,Applied for
2356,Applied for
2357,Applied for.
2358,194130448
2359,0000000
2360,APPLY
2361,194130401
2362,194200021
2363,Applied for
2364,194200020
2365,Applied for
2366,apply
2367,194150055
2368,194200015
2369,Nil
2370,Applied for
2371,`194150058
2372,Applied for
2373,Applied for
2374,Applied for
2375,Applied for
2376,No.
2377,Applied fro
2378,194180029
2379,Applied for
2380,194150046
2381,194200093
2382,Applied for
2383,apply
2384,194200008
2385,Applied for
2386,Applied for
2387,194130322
2388,194200067
2389,Apllied for
2390,Applied for
2391,194200041
2392,Applied for
2393,194190034
2394,N A
2395,Applied for
2396,194130122
2397,N.A
2398,194130420
2399,apply
2400,194150051
2401,194130413
2402,No
2403,applied for
2404,No
2405,194130066
2406,194130011
2407,nil
2408,Applied for
2409,194150020
2410,Nil
2411,Apply
2412,Applied for.
2413,Applied for
2414,194130151
2415,Applied for
2416,NO
2417,Applied for
2418,194130298
2419,Applied for
2420,UNDER PROCESS
2421,Applied for
2422,Applied for
2423,Applied for
2424,No
2425,Apply
2426,UNDER PROCESS
2427,Applied for
2428,NA
2429,Applief for
2430,Applied for
2431,Applied for
2432,194130267
2433,Applied for
2434,No
2435,none
2436,Applied for
2437,Applied for
2438,Applied for.
2439,194130326
2440,On Apply
2441,Applied for
2442,Applied for
2443,under procress
2444,Applied for
2445,Applied for
2446,Applied for
2447,194130042
2448,194140050
2449,Applied for
2450,Applied for
2451,Applied for
2452,194170034
2453,194160081
2454,Applied for
2455,194170038
2456,194130243
2457,Apply for
2458,Applied for
2459,Applied for
2460,194130208
2461,Applied for
2462,Applied for
2463,NA
2464,no
2465,Applied for
2466,Apply
2467,Applied for
2468,Applied for
2469,Applied for
2470,Applied for
2471,Apply for
2472,194130368
2473,Apply for
2474,194170007
2475,194200011
2476,194180022
2477,194130335
2478,Applied for
2479,NILL
2480,Applied for
2481,194130250
2482,Applied for
2483,under process
2484,Applied for
2485,Apply
2486,194160065
2487,applied for
2488,194200006
2489,194160022
2490,194160022
2491,194150062
2492,194150062
2493,194130274
2494,194130274
2495,194150061
2496,194130087
2497,NO
2498,Applief for
2499,194200011
2500,Applied for
2501,194200017
2502,194130213
2503,Applied for
2504,194160062
2505,NIL
2506,194200075
2507,Applied for.
2508,Applied for
2509,Applied for
2510,Applied for
2511,194200073
2512,194200073
2513,Applied for
2514,Applied for
2515,194130347
2516,194130316
2517,Applied for
2518,Apply
2519,NA
2520,Applied for
2521,194130317
2522,Applied for
2523,194130203
2524,NA
2525,194130317
2526,UNDER PROCESS
2527,194130083
2528,Applied for
2529,A/F
2530,Applied for
2531,apply
2532,Applied for
2533,Applied for.
2534,apply for
2535,AF
2536,Applied for
2537,NO
2538,Applied for.
2539,194130218
2540,NA
2541,19410037
2542,N A
2543,194130134
2544,Applied for
2545,194130342
2546,194130331
2547,194130309
2548,194200047
2549,194200072
2550,194190025
2551,194190025
2552,194130252
2553,Applied for
2554,Applied for
2555,Applied for
2556,Apply
2557,Applied for
2558,Applied for
2559,Applied for
2560,Applied for.
2561,NA
2562,Applied for
2563,194130324
2564,Applied for
2565,Applied for
2566,non
2567,NA
2568,194200098
2569,194200097
2570,194200018
2571,Applied for
2572,194160043
2573,Not yet
2574,no
2575,Apply
2576,194190006
2577,No
2578,194130294
2579,Applied for
2580,Applied for
2581,apply
2582,Apply
2583,Applied for
2584,194130283
2585,Applied for
2586,Applied for
2587,APPLIED FOR
2588,Apply
2589,Apply
2590,No
2591,No
2592,Apply
2593,Applied for
2594,Applied for
2595,Apply
2596,Apply
2597,APPLIED FOR
2598,194130320
2599,Applied for
2600,194130346
2601,apply
2602,Applied for
2603,194130017
2604,194130305
2605,None
2606,Apply
2607,194160035
2608,Apply
2609,Applied for
2610,Applied for
2611,Aplly
2612,Applied for
2613,Appial for
2614,Applied for
2615,194130048
2616,Apply
2617,Apply for
2618,194200087
2619,Nil
2620,Applied for
2621,II/21022/79(0002)/2009-FC
2622,apply
2623,Apply
2624,nil
2625,194150031
2626,Applied for
2627,Applied for
2628,Apply
2629,APPLE
2630,Applied for
2631,Apply
2632,applied for
2633,Not applicable
2634,No
2635,Applied for
2636,Apply
2637,under process
2638,Applied for
2639,Applied for
2640,Applied for
2641,Applied for
2642,NA
2643,apply
2644,Applied for
2645,Applied for
2646,Applied for
2647,194200045
2648,194200094
2649,Applied for
2650,No
2651,194130201
2652,Applied for
2653,Applied for
2654,Under the process
2655,under process
2656,Applied for
